'Player';'Nationality';'Pos';'Club';'Age';'Born';'MP';'Starts';'Min';'90s';'Goals';'Assists';'G+A';'CrdYellow';'CrdRed';'xG';'xAG';;''Age'';''Born'';''MP'';''Starts'';''Min'';''90s'';''Goals'';''Assists'';''G+A'';''CrdYellow'';''CrdRed'';''xG'';''xAG''
'Liel Abada';'ISR';'FW,MF';'Celtic';20;2001;5;4;217;2.4;0;0;0;0;0;0.3;0.5;;''Liel Abada'';''ISR'';''FW,MF'';''Celtic'';;;;;;;;;
'Oliver Abildgaard';'DEN';'MF';'Celtic';26;1996;2;0;63;0.7;0;0;0;0;0;0;0;;''Oliver Abildgaard'';''DEN'';''MF'';''Celtic'';;;;;;;;;
'Mohammad Abu Fani';'ISR';'MF';'Maccabi Haifa';24;1998;6;4;400;4.4;0;0;0;1;0;0.4;0.6;;''Mohammad Abu Fani'';''ISR'';''MF'';''Maccabi Haifa'';;;;;;;;;
'Francesco Acerbi';'ITA';'DF';'Inter';34;1988;12;10;921;10.2;0;0;0;1;0;0.4;0.1;;''Francesco Acerbi'';''ITA'';''DF'';''Inter'';;;;;;;;;
'Marcos AcuÃ±a';'ARG';'DF,MF';'Sevilla';30;1991;4;3;219;2.4;0;1;1;0;0;0.1;0.2;;''Marcos AcuÃ±a'';''ARG'';''DF,MF'';''Sevilla'';;;;;;;;;
'Junior Adamu';'AUT';'FW';'RB Salzburg';21;2001;6;2;204;2.3;1;1;2;1;0;1.3;0.4;;''Junior Adamu'';''AUT'';''FW'';''RB Salzburg'';;;;;;;;;
'Antonio AdÃ¡n';'ESP';'GK';'Sporting CP';35;1987;5;5;382;4.2;0;0;0;0;1;0;0;;''Antonio AdÃ¡n'';''ESP'';''GK'';''Sporting CP'';;;;;;;;;
'Arijan Ademi';'MKD';'MF';'Dinamo Zagreb';31;1991;6;6;471;5.2;0;0;0;2;0;0.4;0.1;;''Arijan Ademi'';''MKD'';''MF'';''Dinamo Zagreb'';;;;;;;;;
'Karim Adeyemi';'GER';'FW,MF';'Dortmund';20;2002;6;5;376;4.2;2;0;2;1;0;1.8;1.1;;''Karim Adeyemi'';''GER'';''FW,MF'';''Dortmund'';;;;;;;;;
'Amine Adli';'FRA';'FW,MF';'Leverkusen';22;2000;4;1;121;1.3;0;0;0;0;0;0.7;0.3;;''Amine Adli'';''FRA'';''FW,MF'';''Leverkusen'';;;;;;;;;
'Manuel Akanji';'SUI';'DF';'Manchester City';27;1995;11;10;945;10.5;1;0;1;2;0;0.9;0.4;;''Manuel Akanji'';''SUI'';''DF'';''Manchester City'';;;;;;;;;
'Nathan AkÃ©';'NED';'DF';'Manchester City';27;1995;8;7;608;6.8;0;0;0;1;0;0.2;0.3;;''Nathan AkÃ©'';''NED'';''DF'';''Manchester City'';;;;;;;;;
'David Alaba';'AUT';'DF';'Real Madrid';30;1992;11;9;711;7.9;0;0;0;0;0;0.3;0.6;;''David Alaba'';''AUT'';''DF'';''Real Madrid'';;;;;;;;;
'Lucas Alario';'ARG';'FW,MF';'Eint Frankfurt';29;1992;2;0;20;0.2;0;0;0;0;0;0;0;;''Lucas Alario'';''ARG'';''FW,MF'';''Eint Frankfurt'';;;;;;;;;
'Jordi Alba';'ESP';'DF';'Barcelona';33;1989;2;2;146;1.6;0;1;1;0;0;0;0.6;;''Jordi Alba'';''ESP'';''DF'';''Barcelona'';;;;;;;;;
'Thiago AlcÃ¡ntara';'ESP';'MF';'Liverpool';31;1991;5;3;306;3.4;0;0;0;0;0;0.2;0.5;;''Thiago AlcÃ¡ntara'';''ESP'';''MF'';''Liverpool'';;;;;;;;;
'Trent Alexander-Arnold';'ENG';'DF';'Liverpool';23;1998;7;7;625;6.9;1;0;1;2;0;0.3;1.2;;''Trent Alexander-Arnold'';''ENG'';''DF'';''Liverpool'';;;;;;;;;
'Sotiris Alexandropoulos';'GRE';'MF';'Sporting CP';20;2001;3;0;121;1.3;0;0;0;0;0;0.1;0;;''Sotiris Alexandropoulos'';''GRE'';''MF'';''Sporting CP'';;;;;;;;;
'Faride Alidou';'GER';'DF,FW';'Eint Frankfurt';21;2001;5;0;73;0.8;1;0;1;0;0;0.3;0.1;;''Faride Alidou'';''GER'';''DF,FW'';''Eint Frankfurt'';;;;;;;;;
'Alisson';'BRA';'GK';'Liverpool';29;1992;8;8;720;8;0;0;0;0;0;0;0;;''Alisson'';''BRA'';''GK'';''Liverpool'';;;;;;;;;
'Marcos Alonso';'ESP';'DF';'Barcelona';31;1990;5;5;403;4.5;1;0;1;0;0;1;0.9;;''Marcos Alonso'';''ESP'';''DF'';''Barcelona'';;;;;;;;;
'lvarez Balanta';'COL';'MF,FW';'Club Brugge';29;1993;4;0;50;0.6;0;0;0;0;0;0;0;;''lvarez Balanta'';''COL'';''MF,FW'';''Club Brugge'';;;;;;;;;
'Edson Ãlvarez';'MEX';'MF';'Ajax';24;1997;6;6;531;5.9;1;0;1;2;0;0.9;0.1;;''Edson Ãlvarez'';''MEX'';''MF'';''Ajax'';;;;;;;;;
'Julia¡n alvarez';'ARG';'FW';'Manchester City';22;2000;10;4;474;5.3;3;2;5;1;0;2.4;1;;''Julia¡n alvarez'';''ARG'';''FW'';''Manchester City'';;;;;;;;;
'Nadiem Amiri';'GER';'MF,FW';'Leverkusen';25;1996;5;1;123;1.4;0;1;1;0;0;0.2;0.5;;''Nadiem Amiri'';''GER'';''MF,FW'';''Leverkusen'';;;;;;;;;
'Robert Andrich';'GER';'MF';'Leverkusen';27;1994;5;5;407;4.5;1;0;1;4;0;0.3;0.1;;''Robert Andrich'';''GER'';''MF'';''Leverkusen'';;;;;;;;;
'Peter Ankersen';'DEN';'DF';'FC Copenhagen';31;1990;1;0;25;0.3;0;0;0;0;0;0;0;;''Peter Ankersen'';''DEN'';''DF'';''FC Copenhagen'';;;;;;;;;
'Ofri Arad';'ISR';'DF,MF';'Maccabi Haifa';23;1998;2;0;22;0.2;0;0;0;0;0;0;0;;''Ofri Arad'';''ISR'';''DF,MF'';''Maccabi Haifa'';;;;;;;;;
'Charles ArÃ¡nguiz';'CHI';'MF';'Leverkusen';33;1989;4;3;215;2.4;0;0;0;0;0;0.1;0.1;;''Charles ArÃ¡nguiz'';''CHI'';''MF'';''Leverkusen'';;;;;;;;;
'Henrique AraÃºjo';'POR';'FW';'Benfica';20;2002;1;0;9;0.1;1;0;1;0;0;0.2;0.1;;''Henrique AraÃºjo'';''POR'';''FW'';''Benfica'';;;;;;;;;
'Ronald AraÃºjo';'URU';'DF';'Barcelona';23;1999;1;1;90;1;0;0;0;0;0;0.1;0;;''Ronald AraÃºjo'';''URU'';''DF'';''Barcelona'';;;;;;;;;
'Scott Arfield';'CAN';'MF';'Rangers';33;1988;4;3;267;3;1;0;1;0;0;0.6;0;;''Scott Arfield'';''CAN'';''MF'';''Rangers'';;;;;;;;;
'HÃ¡kon Arnar Haraldsson';'ISL';'FW';'FC Copenhagen';19;2003;6;3;298;3.3;1;0;1;0;0;1;0.2;;''HÃ¡kon Arnar Haraldsson'';''ISL'';''FW'';''FC Copenhagen'';;;;;;;;;
'Kepa Arrizabalaga';'ESP';'GK';'Chelsea';27;1994;9;9;810;9;0;0;0;2;0;0;0;;''Kepa Arrizabalaga'';''ESP'';''GK'';''Chelsea'';;;;;;;;;
'Arthur';'BRA';'MF,FW';'Sporting CP';24;1998;3;1;111;1.2;2;0;2;0;0;0.3;0.3;;''Arthur'';''BRA'';''MF,FW'';''Sporting CP'';;;;;;;;;
'Marco Asensio';'ESP';'FW,MF';'Real Madrid';26;1996;12;2;324;3.6;3;1;4;0;0;0.9;1.7;;''Marco Asensio'';''ESP'';''FW,MF'';''Real Madrid'';;;;;;;;;
'Kristjan Asllani';'ALB';'MF';'Inter';20;2002;5;1;129;1.4;0;0;0;0;0;0.7;0.3;;''Kristjan Asllani'';''ALB'';''MF'';''Inter'';;;;;;;;;
'Omer Atzili';'ISR';'FW,MF';'Maccabi Haifa';29;1993;6;3;308;3.4;2;1;3;3;0;0.7;0.7;;''Omer Atzili'';''ISR'';''FW,MF'';''Maccabi Haifa'';;;;;;;;;
'Pierre-Emerick Aubameyang';'GAB';'FW';'Chelsea';33;1989;6;6;403;4.5;2;1;3;0;0;2.3;0.5;;''Pierre-Emerick Aubameyang'';''GAB'';''FW'';''Chelsea'';;;;;;;;;
'Lynnt Audoor';'BEL';'MF';'Club Brugge';18;2003;1;0;11;0.1;0;0;0;0;0;0;0;;''Lynnt Audoor'';''BEL'';''MF'';''Club Brugge'';;;;;;;;;
'Fredrik Aursnes';'NOR';'FW,MF';'Benfica';26;1995;10;7;620;6.9;1;0;1;0;0;0.5;0.6;;''Fredrik Aursnes'';''NOR'';''FW,MF'';''Benfica'';;;;;;;;;
'Sardar Azmoun';'IRN';'FW';'Leverkusen';27;1995;2;0;7;0.1;0;0;0;0;0;0;0.1;;''Sardar Azmoun'';''IRN'';''FW'';''Leverkusen'';;;;;;;;;
'Casar Azpilicueta';'ESP';'DF';'Chelsea';32;1989;5;3;260;2.9;0;0;0;0;0;0;0.2;;''Casar Azpilicueta'';''ESP'';''DF'';''Chelsea'';;;;;;;;;
'Youri Baas';'NED';'DF';'Ajax';19;2003;3;0;44;0.5;0;0;0;0;0;0.1;0;;''Youri Baas'';''NED'';''DF'';''Ajax'';;;;;;;;;
'Alexander Bah';'DEN';'DF';'Benfica';24;1997;8;8;654;7.3;0;2;2;1;0;0.1;1;;''Alexander Bah'';''DEN'';''DF'';''Benfica'';;;;;;;;;
'Eric Bailly';'CIV';'DF';'Marseille';28;1994;5;5;302;3.4;0;0;0;2;0;0;0;;''Eric Bailly'';''CIV'';''DF'';''Marseille'';;;;;;;;;
'Stefan Bajcetic';'ESP';'MF';'Liverpool';17;2004;4;1;109;1.2;0;0;0;0;0;0;0;;''Stefan Bajcetic'';''ESP'';''MF'';''Liverpool'';;;;;;;;;
'Mitchel Bakker';'NED';'MF,DF';'Leverkusen';22;2000;5;4;338;3.8;0;0;0;2;0;0.4;0.3;;''Mitchel Bakker'';''NED'';''MF,DF'';''Leverkusen'';;;;;;;;;
'Alejandro Balde';'ESP';'DF';'Barcelona';18;2003;4;1;171;1.9;0;0;0;0;0;0;0;;''Alejandro Balde'';''ESP'';''DF'';''Barcelona'';;;;;;;;;
'Leonardo Balerdi';'ARG';'DF';'Marseille';23;1999;6;5;491;5.5;1;0;1;1;0;0.2;0;;''Leonardo Balerdi'';''ARG'';''DF'';''Marseille'';;;;;;;;;
'Fode Ballo-Toure';'SEN';'DF,MF';'Milan';25;1997;4;1;135;1.5;0;0;0;2;0;0;0;;''Fode Ballo-Toure'';''SEN'';''DF,MF'';''Milan'';;;;;;;;;
'Tommaso Barbieri';'ITA';'MF';'Juventus';19;2002;1;0;3;0;0;0;0;0;0;0;0;;''Tommaso Barbieri'';''ITA'';''MF'';''Juventus'';;;;;;;;;
'Roony Bardghji';'SWE';'FW';'FC Copenhagen';16;2005;2;1;98;1.1;0;0;0;0;0;0.3;0;;''Roony Bardghji'';''SWE'';''FW'';''FC Copenhagen'';;;;;;;;;
'Nicola Barella';'ITA';'MF';'Inter';25;1997;12;12;991;11;3;0;3;3;0;1.4;0.7;;''Nicola Barella'';''ITA'';''MF'';''Inter'';;;;;;;;;
'Borna Barisic';'CRO';'DF';'Rangers';29;1992;6;5;465;5.2;0;0;0;1;0;0;0.3;;''Borna Barisic'';''CRO'';''DF'';''Rangers'';;;;;;;;;
'Enzo Barrenechea';'ARG';'DF';'Juventus';21;2001;1;0;3;0;0;0;0;0;0;0;0;;''Enzo Barrenechea'';''ARG'';''DF'';''Juventus'';;;;;;;;;
'Pablo Barrios';'ESP';'MF';'Atletico Madrid';19;2003;1;0;6;0.1;0;0;0;0;0;0;0;;''Pablo Barrios'';''ESP'';''MF'';''Atletico Madrid'';;;;;;;;;
'Calvin Bassey';'NGA';'DF';'Ajax';22;1999;6;6;540;6;0;1;1;1;0;0;0.1;;''Calvin Bassey'';''NGA'';''DF'';''Ajax'';;;;;;;;;
'Fortune Bassey';'NGA';'FW';'Viktoria Plzen';23;1998;5;1;134;1.5;0;0;0;0;0;0.2;0.1;;''Fortune Bassey'';''NGA'';''FW'';''Viktoria Plzen'';;;;;;;;;
'Alessandro Bastoni';'ITA';'DF';'Inter';23;1999;12;12;983;10.9;0;3;3;2;0;0.2;2;;''Alessandro Bastoni'';''ITA'';''DF'';''Inter'';;;;;;;;;
'Dylan Batubinsika';'COD';'DF';'Maccabi Haifa';26;1996;5;5;450;5;0;0;0;0;0;0.3;0;;''Dylan Batubinsika'';''COD'';''DF'';''Maccabi Haifa'';;;;;;;;;
'Martin Baturina';'CRO';'MF';'Dinamo Zagreb';19;2003;5;0;60;0.7;0;0;0;1;0;0;0.1;;''Martin Baturina'';''CRO'';''MF'';''Dinamo Zagreb'';;;;;;;;;
'Raoul Bellanova';'ITA';'DF,MF';'Inter';22;2000;3;1;120;1.3;0;0;0;0;0;0;0;;''Raoul Bellanova'';''ITA'';''DF,MF'';''Inter'';;;;;;;;;
'Hector Bellerin';'ESP';'DF';'Barcelona';27;1995;2;2;180;2;0;0;0;0;0;0.1;0.1;;''Hector Bellerin'';''ESP'';''DF'';''Barcelona'';;;;;;;;;
'Jude Bellingham';'ENG';'MF';'Dortmund';19;2003;7;7;630;7;4;1;5;2;0;1.3;0.7;;''Jude Bellingham'';''ENG'';''MF'';''Dortmund'';;;;;;;;;
'Ismael Bennacer';'ALG';'MF';'Milan';24;1997;10;9;585;6.5;1;0;1;1;0;0.5;0.3;;''Ismael Bennacer'';''ALG'';''MF'';''Milan'';;;;;;;;;
'Rodrigo Bentancur';'URU';'MF,FW';'Tottenham';25;1997;6;6;503;5.6;1;0;1;2;0;0.4;0.3;;''Rodrigo Bentancur'';''URU'';''MF,FW'';''Tottenham'';;;;;;;;;
'Karim Benzema';'FRA';'FW';'Real Madrid';34;1987;10;9;744;8.3;4;1;5;0;0;5.1;1.8;;''Karim Benzema'';''FRA'';''FW'';''Real Madrid'';;;;;;;;;
'Steven Berghuis';'NED';'MF,FW';'Ajax';30;1991;6;6;462;5.1;2;2;4;1;0;1.1;0.6;;''Steven Berghuis'';''NED'';''MF,FW'';''Ajax'';;;;;;;;;
'Steven Bergwijn';'NED';'FW';'Ajax';24;1997;6;6;519;5.8;2;0;2;1;0;1.8;0.8;;''Steven Bergwijn'';''NED'';''FW'';''Ajax'';;;;;;;;;
'Alexandro Bernabei';'ARG';'FW';'Celtic';21;2000;1;0;11;0.1;0;0;0;0;0;0;0;;''Alexandro Bernabei'';''ARG'';''FW'';''Celtic'';;;;;;;;;
'Bernardo';'BRA';'DF';'RB Salzburg';27;1995;4;2;274;3;0;0;0;0;0;0.2;0;;''Bernardo'';''BRA'';''DF'';''RB Salzburg'';;;;;;;;;
'Juan Bernat';'ESP';'DF';'Paris S-G';29;1993;5;3;275;3.1;0;0;0;0;0;0;0.1;;''Juan Bernat'';''ESP'';''DF'';''Paris S-G'';;;;;;;;;
'Victor Bernth Kristiansen';'DEN';'DF,MF';'FC Copenhagen';19;2002;6;5;483;5.4;0;0;0;0;0;0.2;0.3;;''Victor Bernth Kristiansen'';''DEN'';''DF,MF'';''FC Copenhagen'';;;;;;;;;
'Modou BiramÃ© Ndiaye';'SEN';'MF';'Viktoria Plzen';25;1996;4;2;182;2;0;0;0;1;0;0.1;0;;''Modou BiramÃ© Ndiaye'';''SEN'';''MF'';''Viktoria Plzen'';;;;;;;;;
'Yves Bissouma';'MLI';'MF';'Tottenham';25;1996;3;0;92;1;0;0;0;0;0;0;0;;''Yves Bissouma'';''MLI'';''MF'';''Tottenham'';;;;;;;;;
'Janis Blaswich';'GER';'GK';'RB Leipzig';31;1991;6;5;528;5.9;0;0;0;0;0;0;0;;''Janis Blaswich'';''GER'';''GK'';''RB Leipzig'';;;;;;;;;
'Daley Blind';'NED';'DF';'Ajax';32;1990;5;5;407;4.5;0;0;0;0;0;0.2;0.1;;''Daley Blind'';''NED'';''DF'';''Ajax'';;;;;;;;;
'Petar BoÄkaj';'CRO';'DF,FW';'Dinamo Zagreb';26;1996;3;0;39;0.4;0;0;0;0;0;0.3;0;;''Petar BoÄkaj'';''CRO'';''DF,FW'';''Dinamo Zagreb'';;;;;;;;;
'Nicolai Boilesen';'DEN';'DF';'FC Copenhagen';30;1992;2;1;100;1.1;0;0;0;0;0;0;0;;''Nicolai Boilesen'';''DEN'';''DF'';''FC Copenhagen'';;;;;;;;;
'Valerii Bondar';'UKR';'DF';'Shakhtar';23;1999;6;6;540;6;0;0;0;2;0;0;0;;''Valerii Bondar'';''UKR'';''DF'';''Shakhtar'';;;;;;;;;
'Artem Bondarenko';'UKR';'MF';'Shakhtar';21;2000;6;6;484;5.4;0;0;0;1;0;0;0.2;;''Artem Bondarenko'';''UKR'';''MF'';''Shakhtar'';;;;;;;;;
'Leonardo Bonucci';'ITA';'DF';'Juventus';35;1987;6;5;444;4.9;1;0;1;0;0;0.8;0;;''Leonardo Bonucci'';''ITA'';''DF'';''Juventus'';;;;;;;;;
'Goncalo borges';'POR';'MF,FW';'Porto';21;2001;4;0;39;0.4;0;0;0;1;0;0.1;0;;''Goncalo borges'';''POR'';''MF,FW'';''Porto'';;;;;;;;;
'Rafael borre';'COL';'FW';'Eint Frankfurt';26;1995;8;1;228;2.5;0;0;0;0;0;0.5;0.8;;''Rafael borre'';''COL'';''FW'';''Eint Frankfurt'';;;;;;;;;
'Yassine Bounou';'MAR';'GK';'Sevilla';31;1991;4;4;360;4;0;0;0;1;0;0;0;;''Yassine Bounou'';''MAR'';''GK'';''Sevilla'';;;;;;;;;
'Dedryck Boyata';'BEL';'DF';'Club Brugge';31;1990;3;1;136;1.5;0;0;0;1;0;0;0;;''Dedryck Boyata'';''BEL'';''DF'';''Club Brugge'';;;;;;;;;
'Julian Brandt';'GER';'MF,FW';'Dortmund';26;1996;7;6;476;5.3;1;1;2;0;0;0.8;1;;''Julian Brandt'';''GER'';''MF,FW'';''Dortmund'';;;;;;;;;
'Gleison Bremer';'BRA';'DF';'Juventus';25;1997;3;3;270;3;0;0;0;1;0;0.4;0;;''Gleison Bremer'';''BRA'';''DF'';''Juventus'';;;;;;;;;
'Brian Brobbey';'NED';'FW';'Ajax';20;2002;5;1;116;1.3;0;0;0;0;0;0;0.6;;''Brian Brobbey'';''NED'';''FW'';''Ajax'';;;;;;;;;
'Armando Broja';'ALB';'FW';'Chelsea';20;2001;5;0;116;1.3;0;0;0;0;0;0.1;0.1;;''Armando Broja'';''ALB'';''FW'';''Chelsea'';;;;;;;;;
'Marcelo Brozovic';'CRO';'MF';'Inter';29;1992;9;5;549;6.1;0;0;0;1;0;0.2;0.3;;''Marcelo Brozovic'';''CRO'';''MF'';''Inter'';;;;;;;;;
'Pavel Bucha';'CZE';'MF';'Viktoria Plzen';24;1998;5;4;364;4;0;0;0;0;1;0.1;0.6;;''Pavel Bucha'';''CZE'';''MF'';''Viktoria Plzen'';;;;;;;;;
'Tajon Buchanan';'CAN';'DF,MF';'Club Brugge';23;1999;6;6;520;5.8;0;2;2;2;0;0.4;0.3;;''Tajon Buchanan'';''CAN'';''DF,MF'';''Club Brugge'';;;;;;;;;
'Marko Bulat';'CRO';'MF';'Dinamo Zagreb';20;2001;3;0;29;0.3;0;0;0;0;0;0;0;;''Marko Bulat'';''CRO'';''MF'';''Dinamo Zagreb'';;;;;;;;;
'Sergio Busquets';'ESP';'MF';'Barcelona';34;1988;4;4;289;3.2;0;0;0;3;0;0.2;0;;''Sergio Busquets'';''ESP'';''MF'';''Barcelona'';;;;;;;;;
'Aurelio Buta';'POR';'DF';'Eint Frankfurt';25;1997;2;2;158;1.8;0;0;0;0;0;0;0;;''Aurelio Buta'';''POR'';''DF'';''Eint Frankfurt'';;;;;;;;;
'Jamie Bynoe-Gittens';'ENG';'MF';'Dortmund';17;2004;2;0;39;0.4;0;0;0;0;0;0;0;;''Jamie Bynoe-Gittens'';''ENG'';''MF'';''Dortmund'';;;;;;;;;
'Jovane Cabral';'CPV';'MF';'Sporting CP';24;1998;1;0;13;0.1;0;0;0;0;0;0;0;;''Jovane Cabral'';''CPV'';''MF'';''Sporting CP'';;;;;;;;;
'Davide Calabria';'ITA';'DF';'Milan';25;1996;6;6;497;5.5;0;0;0;2;0;0.2;0.2;;''Davide Calabria'';''ITA'';''DF'';''Milan'';;;;;;;;;
'Hakan Çalhanoğlu';'TUR';'MF';'Inter';28;1994;12;9;804;8.9;1;2;3;1;0;0.4;1.3;;''Hakan Çalhanoğlu'';''TUR'';''MF'';''Inter'';;;;;;;;;
'Eduardo Camavinga';'FRA';'MF,DF';'Real Madrid';19;2002;11;8;721;8;0;1;1;3;0;0.3;0.5;;''Eduardo Camavinga'';''FRA'';''MF,DF'';''Real Madrid'';;;;;;;;;
'Emre Can';'GER';'MF';'Dortmund';28;1994;7;6;565;6.3;0;0;0;2;0;0.2;0;;''Emre Can'';''GER'';''MF'';''Dortmund'';;;;;;;;;
'Joao Cancelo';'POR';'DF';'Bayern Munich';28;1994;4;2;123;1.4;0;1;1;1;0;0;0.5;;''Joao Cancelo'';''POR'';''DF'';''Bayern Munich'';;;;;;;;;
'Joao Cancelo';'POR';'DF';'Manchester City';28;1994;6;5;376;4.2;0;4;4;1;0;0.3;1.1;;''Joao Cancelo'';''POR'';''DF'';''Manchester City'';;;;;;;;;
'Nicolás Capaldo';'ARG';'MF';'RB Salzburg';24;1997;3;3;270;3;0;0;0;2;0;0.2;0.1;;''Nicolás Capaldo'';''ARG'';''MF'';''RB Salzburg'';;;;;;;;;
'Valentin Carboni';'ARG';'FW';'Inter';17;2005;1;0;15;0.2;0;0;0;1;0;0;0;;''Valentin Carboni'';''ARG'';''FW'';''Inter'';;;;;;;;;
'Fabio Cardoso';'POR';'DF';'Porto';28;1994;4;4;360;4;0;0;0;1;0;0.2;0.1;;''Fabio Cardoso'';''POR'';''DF'';''Porto'';;;;;;;;;
'David Carmo';'POR';'DF';'Porto';23;1999;5;5;450;5;0;0;0;3;0;0.2;0.1;;''David Carmo'';''POR'';''DF'';''Porto'';;;;;;;;;
'Carmona';'ESP';'DF';'Sevilla';20;2002;5;5;450;5;0;0;0;2;0;0.5;0.3;;''Carmona'';''ESP'';''DF'';''Sevilla'';;;;;;;;;
'Yannick Carrasco';'BEL';'DF,MF';'Atletico Madrid';28;1993;6;3;274;3;1;1;2;0;0;1.7;0.4;;''Yannick Carrasco'';''BEL'';''DF,MF'';''Atletico Madrid'';;;;;;;;;
'Cameron Carter-Vickers';'USA';'DF';'Celtic';24;1997;4;4;360;4;0;0;0;0;0;0.1;0;;''Cameron Carter-Vickers'';''USA'';''DF'';''Celtic'';;;;;;;;;
'Dani Carvajal';'ESP';'DF';'Real Madrid';30;1992;11;10;869;9.7;0;2;2;3;0;0.2;1.7;;''Dani Carvajal'';''ESP'';''DF'';''Real Madrid'';;;;;;;;;
'Fabio Carvalho';'POR';'MF,FW';'Liverpool';19;2002;4;1;115;1.3;0;0;0;0;0;0.2;0.1;;''Fabio Carvalho'';''POR'';''MF,FW'';''Liverpool'';;;;;;;;;
'Marc Casado';'ESP';'MF';'Barcelona';18;2003;1;0;24;0.3;0;0;0;0;0;0;0;;''Marc Casado'';''ESP'';''MF'';''Barcelona'';;;;;;;;;
'Dani Ceballos';'ESP';'MF';'Real Madrid';25;1996;7;0;86;1;0;0;0;0;0;0.3;0.2;;''Dani Ceballos'';''ESP'';''MF'';''Real Madrid'';;;;;;;;;
'Adam Vlkanova';'CZE';'MF';'Viktoria Plzen';27;1994;3;0;32;0.4;0;0;0;0;0;0;0;;''Adam Vlkanova'';''CZE'';''MF'';''Viktoria Plzen'';;;;;;;;;
'El Chadaille Bitshiabu';'FRA';'DF';'Paris S-G';17;2005;1;0;45;0.5;0;0;0;0;0;0;0;;''El Chadaille Bitshiabu'';''FRA'';''DF'';''Paris S-G'';;;;;;;;;
